Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Disbursal_Date,Repayment_Start_Date,Repayment_End_Date,Loan_Status,Overdue_Amount,EMI_Amount,Collateral_Details
L041684,C003272,2466617,8.65,24,2024-06-03,2024-07-03,2026-06-03,Active,0,78927,Vehicle
L041685,C001005,1419917,7.58,36,2023-12-31,2024-01-31,2026-12-31,Overdue,19217,43465,Property
L041686,C030201,254663,13.67,12,2022-09-28,2022-10-28,2023-09-28,Overdue,25328,33962,None
L041687,C002866,1697789,8.2,48,2021-02-28,2021-03-28,2025-02-28,Closed,0,54367,None
L041688,C051711,2132480,13.49,60,2021-04-03,2021-05-03,2026-04-03,Active,0,29282,None
L041689,C016227,3629050,14.99,12,2022-02-08,2022-03-08,2023-02-08,Closed,0,69229,Vehicle
L041690,C068536,4212255,10.92,48,2021-12-18,2022-01-18,2025-12-18,Overdue,0,68970,None
L041691,C018185,4808901,10.15,12,2023-05-24,2023-06-24,2024-05-24,Overdue,0,48292,None
L041692,C063108,3415432,11.93,12,2022-12-06,2023-01-06,2023-12-06,Closed,0,27450,Property
L041693,C035741,4363234,10.74,60,2020-12-23,2021-01-23,2025-12-23,Active,0,22142,Vehicle
L041694,C038739,248318,13.67,12,2021-10-03,2021-11-03,2022-10-03,Overdue,13582,48350,Property
L041695,C035338,917555,11.89,36,2022-10-07,2022-11-07,2025-10-07,Closed,0,15409,None
L041696,C039991,313250,14.22,24,2020-03-25,2020-04-25,2022-03-25,Closed,49801,44707,Property
L041697,C009737,764277,8.91,36,2023-12-24,2024-01-24,2026-12-24,Overdue,30691,53764,Vehicle
L041698,C006468,89679,11.16,24,2024-03-16,2024-04-16,2026-03-16,Active,0,62978,None
L041699,C052310,2108178,8.83,48,2021-04-25,2021-05-25,2025-04-25,Overdue,0,74099,Vehicle
L041700,C046007,1097288,8.75,36,2024-02-08,2024-03-08,2027-02-08,Closed,0,77156,Vehicle
L041701,C038707,2544702,14.15,12,2023-02-16,2023-03-16,2024-02-16,Active,2956,12011,Property
L041702,C031110,361217,10.2,12,2020-12-11,2021-01-11,2021-12-11,Overdue,5454,80613,Vehicle
L041703,C000691,4719443,13.7,60,2020-02-14,2020-03-14,2025-02-14,Closed,0,48999,Vehicle
L041704,C057195,2240527,14.68,36,2022-12-29,2023-01-29,2025-12-29,Overdue,0,14874,None
L041705,C005522,398021,8.78,36,2023-05-29,2023-06-29,2026-05-29,Overdue,21618,8388,Property
L041706,C052761,4828527,11.27,36,2024-12-01,2025-01-01,2027-12-01,Overdue,0,68462,Vehicle
L041707,C065452,4580899,13.68,60,2023-11-23,2023-12-23,2028-11-23,Closed,44996,51673,Vehicle
L041708,C020266,1953772,13.54,48,2020-04-25,2020-05-25,2024-04-25,Active,0,77189,Vehicle
L041709,C044749,4426619,11.77,24,2021-02-21,2021-03-21,2023-02-21,Active,0,87040,Property
L041710,C003395,3002499,12.19,24,2022-04-21,2022-05-21,2024-04-21,Active,33978,82630,Property
L041711,C026633,3692307,13.14,48,2020-09-02,2020-10-02,2024-09-02,Closed,0,55518,Property
L041712,C056246,1283408,12.99,48,2021-11-06,2021-12-06,2025-11-06,Closed,0,9989,Property
L041713,C014458,661449,7.73,12,2024-01-09,2024-02-09,2025-01-09,Active,0,98052,None
L041714,C041204,2227265,11.46,12,2020-08-06,2020-09-06,2021-08-06,Closed,0,13928,Property
L041715,C020395,975301,12.54,60,2021-04-06,2021-05-06,2026-04-06,Overdue,43766,29538,Property
L041716,C031361,302476,14.92,12,2023-03-30,2023-04-30,2024-03-30,Active,0,87851,Property
L041717,C038681,568742,9.26,12,2021-08-12,2021-09-12,2022-08-12,Closed,9780,56397,Property
L041718,C064947,971293,8.39,24,2024-06-11,2024-07-11,2026-06-11,Closed,0,82905,Property
L041719,C029199,662181,7.84,24,2020-01-08,2020-02-08,2022-01-08,Overdue,3424,32139,Vehicle
L041720,C057547,4697545,11.72,24,2022-01-03,2022-02-03,2024-01-03,Closed,16777,93600,Vehicle
L041721,C042609,1943844,10.02,60,2024-10-22,2024-11-22,2029-10-22,Overdue,27481,95309,Vehicle
L041722,C045794,3202928,12.52,12,2023-05-03,2023-06-03,2024-05-03,Overdue,41062,75603,Vehicle
L041723,C044804,235007,11.5,36,2020-11-09,2020-12-09,2023-11-09,Overdue,20001,23897,Vehicle
L041724,C015781,1151562,8.93,48,2024-07-25,2024-08-25,2028-07-25,Active,0,49146,Vehicle
L041725,C019049,965394,8.18,36,2020-10-30,2020-11-30,2023-10-30,Overdue,49754,12873,Vehicle
L041726,C060033,1615999,12.14,36,2024-12-08,2025-01-08,2027-12-08,Overdue,16861,38103,None
L041727,C041591,2539951,10.15,24,2024-02-01,2024-03-01,2026-02-01,Active,0,33126,Property
L041728,C044013,1570914,13.7,36,2021-04-09,2021-05-09,2024-04-09,Closed,31670,72953,None
L041729,C030529,3054776,13.46,12,2022-11-13,2022-12-13,2023-11-13,Overdue,33954,61064,Property
L041730,C026153,4850600,7.25,12,2022-06-08,2022-07-08,2023-06-08,Closed,0,18777,Property
L041731,C057622,418206,9.48,60,2020-03-02,2020-04-02,2025-03-02,Active,0,66566,Property
L041732,C008608,1836751,10.1,48,2022-04-09,2022-05-09,2026-04-09,Overdue,0,76275,None
L041733,C044079,3925731,11.22,24,2023-11-28,2023-12-28,2025-11-28,Active,6794,58599,None
L041734,C041710,3759132,11.25,48,2022-04-04,2022-05-04,2026-04-04,Active,0,30805,Vehicle
L041735,C068672,313273,10.1,12,2021-05-15,2021-06-15,2022-05-15,Overdue,13830,2272,None
L041736,C058692,2539432,13.26,24,2021-10-11,2021-11-11,2023-10-11,Active,0,83814,Vehicle
L041737,C023021,3963137,8.94,60,2022-03-07,2022-04-07,2027-03-07,Overdue,1119,31166,None
L041738,C059741,3517143,11.32,36,2021-08-20,2021-09-20,2024-08-20,Closed,25878,55298,Property
L041739,C032751,3479771,11.25,60,2022-10-27,2022-11-27,2027-10-27,Overdue,0,45846,Property
L041740,C031740,950670,14.97,48,2022-11-20,2022-12-20,2026-11-20,Overdue,41476,5799,None
L041741,C008336,3392501,11.48,24,2020-07-13,2020-08-13,2022-07-13,Overdue,0,41494,None
L041742,C027214,106876,11.0,24,2022-05-17,2022-06-17,2024-05-17,Overdue,5364,7371,Vehicle
L041743,C014453,3454059,8.17,12,2021-03-28,2021-04-28,2022-03-28,Overdue,12699,99883,Vehicle
L041744,C032834,4655198,7.25,48,2024-02-28,2024-03-28,2028-02-28,Closed,0,9704,None
L041745,C065484,2103208,13.43,12,2022-06-09,2022-07-09,2023-06-09,Overdue,40448,50648,Property
L041746,C067005,3509888,11.82,24,2020-06-09,2020-07-09,2022-06-09,Closed,0,15441,None
L041747,C006991,3417809,8.39,24,2023-08-23,2023-09-23,2025-08-23,Active,0,2482,Vehicle
L041748,C039949,125452,12.29,24,2020-12-22,2021-01-22,2022-12-22,Overdue,47879,4029,Vehicle
L041749,C053372,585020,10.78,24,2023-09-03,2023-10-03,2025-09-03,Overdue,21514,2721,None
L041750,C054982,4176813,9.82,36,2020-08-01,2020-09-01,2023-08-01,Closed,41062,72030,Vehicle
L041751,C040173,363776,12.1,36,2021-07-13,2021-08-13,2024-07-13,Overdue,47701,4865,Vehicle
L041752,C033681,3943866,12.11,12,2021-11-12,2021-12-12,2022-11-12,Overdue,0,16608,Property
L041753,C052340,3004167,12.59,24,2021-08-08,2021-09-08,2023-08-08,Closed,6202,57579,Vehicle
L041754,C042541,3203920,14.04,36,2022-07-06,2022-08-06,2025-07-06,Overdue,0,65470,Vehicle
L041755,C035819,77427,12.51,24,2020-08-09,2020-09-09,2022-08-09,Active,48157,46776,None
L041756,C037309,1769021,10.65,60,2024-05-29,2024-06-29,2029-05-29,Closed,0,9420,Vehicle
L041757,C039642,389522,7.11,12,2023-11-29,2023-12-29,2024-11-29,Active,0,13806,Property
L041758,C037820,3483043,10.28,36,2023-05-04,2023-06-04,2026-05-04,Closed,17335,23583,Property
L041759,C040368,2161996,9.58,24,2022-10-01,2022-11-01,2024-10-01,Closed,0,32341,Property
L041760,C055001,2046854,7.21,48,2021-02-10,2021-03-10,2025-02-10,Closed,0,47416,Property
L041761,C053302,1407535,14.29,24,2022-04-24,2022-05-24,2024-04-24,Active,38587,82345,None
L041762,C043650,2107182,11.66,24,2021-11-25,2021-12-25,2023-11-25,Overdue,0,12893,Property
L041763,C042519,376704,14.63,12,2023-12-14,2024-01-14,2024-12-14,Overdue,0,48755,Property
L041764,C050528,1843718,13.18,60,2020-12-13,2021-01-13,2025-12-13,Closed,0,34680,None
L041765,C016483,2089002,13.24,60,2021-02-20,2021-03-20,2026-02-20,Overdue,0,4889,Vehicle
L041766,C029236,3480130,11.23,48,2020-09-23,2020-10-23,2024-09-23,Closed,0,71981,None
L041767,C012868,1549130,12.64,12,2022-02-05,2022-03-05,2023-02-05,Closed,0,83964,Property
L041768,C020705,1305308,7.05,36,2022-01-08,2022-02-08,2025-01-08,Closed,0,17518,None
L041769,C053675,2923552,8.91,36,2023-01-17,2023-02-17,2026-01-17,Active,34177,33949,None
L041770,C012730,2660554,9.44,12,2023-03-08,2023-04-08,2024-03-08,Overdue,38359,69404,Vehicle
L041771,C051499,4458569,8.04,12,2020-09-13,2020-10-13,2021-09-13,Closed,0,96756,Vehicle
L041772,C058133,3081418,7.58,36,2023-01-11,2023-02-11,2026-01-11,Overdue,0,41447,None
L041773,C047595,2221137,13.87,36,2021-07-09,2021-08-09,2024-07-09,Closed,0,45996,None
L041774,C069369,3090828,8.72,12,2022-08-30,2022-09-30,2023-08-30,Active,41398,4535,None
L041775,C046835,1871876,12.45,60,2023-12-26,2024-01-26,2028-12-26,Closed,0,77394,Property
L041776,C043407,2335998,7.11,60,2020-08-02,2020-09-02,2025-08-02,Closed,15724,42882,Vehicle
L041777,C020960,2464714,10.18,24,2021-09-11,2021-10-11,2023-09-11,Active,0,69713,None
L041778,C033431,1372016,8.11,48,2024-08-21,2024-09-21,2028-08-21,Overdue,30855,49056,None
L041779,C060377,4008596,12.47,60,2024-07-25,2024-08-25,2029-07-25,Active,0,55039,Property
L041780,C033415,889922,13.79,48,2024-11-27,2024-12-27,2028-11-27,Active,42173,90036,None
L041781,C031933,4388703,7.85,24,2022-07-07,2022-08-07,2024-07-07,Active,0,69811,Property
L041782,C010380,2390703,14.82,24,2022-05-10,2022-06-10,2024-05-10,Overdue,26755,9648,None
L041783,C042509,509859,13.7,48,2020-01-02,2020-02-02,2024-01-02,Closed,30939,84189,Vehicle
L041784,C014591,3141151,7.78,12,2020-02-14,2020-03-14,2021-02-14,Closed,7575,35210,Vehicle
L041785,C035512,2137278,12.21,12,2020-11-22,2020-12-22,2021-11-22,Closed,27313,61258,None
L041786,C022526,920880,12.34,60,2024-06-16,2024-07-16,2029-06-16,Active,9967,51328,Vehicle
L041787,C059466,2794952,12.59,24,2024-01-25,2024-02-25,2026-01-25,Active,29942,4648,None
L041788,C031219,3043111,7.75,12,2021-09-15,2021-10-15,2022-09-15,Overdue,12956,19360,Property
L041789,C031492,4348471,10.44,12,2020-06-26,2020-07-26,2021-06-26,Active,0,8053,Property
L041790,C044341,527755,13.48,12,2024-02-06,2024-03-06,2025-02-06,Active,15789,84510,None
L041791,C050104,2602298,7.34,60,2020-04-05,2020-05-05,2025-04-05,Closed,9598,75937,None
L041792,C005818,3464130,7.79,12,2020-08-27,2020-09-27,2021-08-27,Active,17283,9985,None
L041793,C050731,3946045,12.57,48,2023-10-30,2023-11-30,2027-10-30,Closed,40545,31048,None
L041794,C019799,2713090,13.03,24,2023-05-15,2023-06-15,2025-05-15,Overdue,47726,89538,None
L041795,C011064,3463725,12.16,48,2024-06-05,2024-07-05,2028-06-05,Overdue,0,18884,None
L041796,C029927,3409955,12.12,48,2024-12-03,2025-01-03,2028-12-03,Active,1848,51958,Property
L041797,C048516,4792302,9.85,60,2023-12-23,2024-01-23,2028-12-23,Active,45777,78916,None
L041798,C034743,836116,14.56,12,2023-03-11,2023-04-11,2024-03-11,Closed,42468,61846,None
L041799,C049128,1142376,8.77,24,2024-02-20,2024-03-20,2026-02-20,Overdue,0,64699,None
L041800,C025321,2712578,7.26,60,2022-12-07,2023-01-07,2027-12-07,Overdue,0,88484,Property
L041801,C018328,737308,9.0,36,2023-03-02,2023-04-02,2026-03-02,Closed,0,4662,Property
L041802,C048464,418534,12.72,12,2020-09-03,2020-10-03,2021-09-03,Overdue,38214,38163,Vehicle
L041803,C044436,1736901,14.65,48,2022-02-15,2022-03-15,2026-02-15,Closed,0,95716,None
L041804,C040875,1785713,13.82,60,2021-07-29,2021-08-29,2026-07-29,Overdue,0,9736,None
L041805,C008199,2747161,10.0,36,2021-06-05,2021-07-05,2024-06-05,Active,0,28524,Vehicle
L041806,C064225,2349448,7.07,12,2022-09-11,2022-10-11,2023-09-11,Closed,0,71755,Property
L041807,C005807,3447147,7.63,60,2020-08-25,2020-09-25,2025-08-25,Overdue,0,43068,Vehicle
L041808,C047003,2311930,10.21,12,2024-07-01,2024-08-01,2025-07-01,Active,0,62841,Vehicle
L041809,C051348,241478,10.4,48,2021-07-31,2021-08-31,2025-07-31,Active,26851,81179,Property
L041810,C011525,1791478,9.94,36,2021-07-04,2021-08-04,2024-07-04,Overdue,0,73948,Vehicle
L041811,C031265,2324523,12.66,36,2023-08-21,2023-09-21,2026-08-21,Closed,41864,38514,None
L041812,C059559,1027609,7.86,36,2020-10-20,2020-11-20,2023-10-20,Closed,46356,46855,None
L041813,C068061,1248322,10.15,48,2020-07-15,2020-08-15,2024-07-15,Closed,4373,10178,Property
L041814,C065301,967869,10.26,60,2022-11-09,2022-12-09,2027-11-09,Overdue,23714,23603,None
L041815,C033484,4081862,9.43,36,2023-12-11,2024-01-11,2026-12-11,Closed,18599,29299,Vehicle
L041816,C057824,4906410,7.79,36,2020-12-20,2021-01-20,2023-12-20,Closed,14927,70522,Property
L041817,C003047,1451975,7.49,36,2023-07-21,2023-08-21,2026-07-21,Overdue,8477,66076,None
L041818,C059025,931452,12.97,12,2024-08-11,2024-09-11,2025-08-11,Closed,0,90494,Property
L041819,C028091,4819617,8.37,60,2024-04-15,2024-05-15,2029-04-15,Closed,25254,13741,None
L041820,C015019,2146442,10.51,48,2021-10-25,2021-11-25,2025-10-25,Active,2140,60201,Vehicle
L041821,C032324,3197248,7.66,60,2020-07-25,2020-08-25,2025-07-25,Closed,0,64574,Property
L041822,C041299,3072600,14.51,60,2024-01-02,2024-02-02,2029-01-02,Active,0,74810,Vehicle
L041823,C043500,4627071,12.96,48,2023-08-19,2023-09-19,2027-08-19,Closed,25151,18087,Property
L041824,C068598,2235141,14.5,48,2024-08-10,2024-09-10,2028-08-10,Closed,26127,21567,Vehicle
L041825,C060320,1119956,8.3,60,2024-05-01,2024-06-01,2029-05-01,Active,0,48144,Vehicle
L041826,C020150,3432640,11.43,36,2022-03-05,2022-04-05,2025-03-05,Closed,39035,74280,Property
L041827,C040102,209826,7.98,60,2024-09-19,2024-10-19,2029-09-19,Active,34244,20051,None
L041828,C008620,396201,10.04,12,2022-12-26,2023-01-26,2023-12-26,Active,26162,21940,None
L041829,C006496,440473,12.28,60,2023-05-11,2023-06-11,2028-05-11,Closed,45835,36904,Property
L041830,C051790,3821339,13.08,48,2019-12-30,2020-01-30,2023-12-30,Active,0,74417,None
L041831,C003086,3833468,12.65,36,2021-05-25,2021-06-25,2024-05-25,Active,49999,47251,Property
L041832,C045656,369963,12.48,36,2020-09-13,2020-10-13,2023-09-13,Closed,0,16012,Vehicle
L041833,C000054,3501846,12.25,12,2020-06-16,2020-07-16,2021-06-16,Active,0,19359,Vehicle
L041834,C018652,4406867,11.48,12,2024-05-06,2024-06-06,2025-05-06,Closed,0,37315,Property
L041835,C037577,3706893,13.29,12,2023-06-22,2023-07-22,2024-06-22,Overdue,36304,84671,Property
L041836,C022042,809572,11.38,36,2024-10-24,2024-11-24,2027-10-24,Closed,0,39555,Property
L041837,C019218,2677477,9.79,24,2021-08-09,2021-09-09,2023-08-09,Overdue,0,50255,None
L041838,C046542,4150442,14.38,12,2022-12-21,2023-01-21,2023-12-21,Overdue,13620,79912,None
L041839,C054745,834671,9.59,36,2023-03-06,2023-04-06,2026-03-06,Closed,12933,13180,Vehicle
L041840,C045662,3619516,9.46,12,2022-09-09,2022-10-09,2023-09-09,Closed,17506,58714,None
L041841,C015034,1190933,9.58,24,2024-11-30,2024-12-30,2026-11-30,Overdue,49270,14919,None
L041842,C036855,2108752,9.67,60,2022-05-17,2022-06-17,2027-05-17,Closed,0,22108,None
L041843,C066021,1192800,14.26,24,2021-12-04,2022-01-04,2023-12-04,Active,0,31494,None
L041844,C000024,2314526,14.7,24,2020-10-15,2020-11-15,2022-10-15,Closed,0,86961,Property
L041845,C064041,4497017,14.84,24,2022-04-26,2022-05-26,2024-04-26,Closed,47794,34428,Vehicle
L041846,C061271,1883248,13.38,48,2024-09-25,2024-10-25,2028-09-25,Overdue,17766,62060,Vehicle
L041847,C008020,3120277,11.77,48,2023-04-20,2023-05-20,2027-04-20,Active,17170,55182,None
L041848,C045826,4661421,14.99,12,2020-10-13,2020-11-13,2021-10-13,Closed,0,69775,Vehicle
L041849,C052403,2106948,7.73,12,2023-10-28,2023-11-28,2024-10-28,Closed,10013,65233,None
L041850,C054046,3978530,9.08,12,2023-06-12,2023-07-12,2024-06-12,Overdue,8231,38480,None
L041851,C034529,4049953,10.22,12,2024-03-17,2024-04-17,2025-03-17,Closed,0,74028,Property
L041852,C023378,2837972,11.84,48,2023-07-11,2023-08-11,2027-07-11,Closed,17631,31647,Property
L041853,C041208,287703,13.54,48,2021-05-26,2021-06-26,2025-05-26,Closed,0,30405,Vehicle
L041854,C012170,291983,7.76,12,2023-03-07,2023-04-07,2024-03-07,Closed,5828,94450,Vehicle
L041855,C037665,3786286,10.25,24,2020-09-12,2020-10-12,2022-09-12,Closed,4350,33634,Property
L041856,C013600,2436717,13.19,48,2022-04-17,2022-05-17,2026-04-17,Active,0,7673,None
L041857,C022699,1358817,9.85,36,2023-07-17,2023-08-17,2026-07-17,Active,0,14819,None
L041858,C027120,3834803,7.5,24,2021-01-03,2021-02-03,2023-01-03,Overdue,6188,79974,None
L041859,C048980,3142802,10.05,24,2024-06-19,2024-07-19,2026-06-19,Closed,0,20221,Vehicle
L041860,C018746,2060535,10.46,24,2024-04-02,2024-05-02,2026-04-02,Closed,0,80691,None
L041861,C066446,2014441,11.38,48,2021-04-29,2021-05-29,2025-04-29,Active,47140,41610,Property
L041862,C065683,867767,14.72,24,2021-09-14,2021-10-14,2023-09-14,Closed,0,19184,None
L041863,C003355,1000320,7.74,12,2024-06-01,2024-07-01,2025-06-01,Active,0,96907,Property
L041864,C051329,1205697,10.83,24,2020-10-08,2020-11-08,2022-10-08,Overdue,0,17005,Property
L041865,C003178,1729559,7.42,60,2023-09-20,2023-10-20,2028-09-20,Closed,0,83415,None
L041866,C046533,77538,14.42,24,2022-05-30,2022-06-30,2024-05-30,Closed,0,66208,Property
L041867,C025673,3547130,12.95,36,2020-11-12,2020-12-12,2023-11-12,Closed,26819,25054,Property
L041868,C013238,2199040,14.75,60,2023-03-08,2023-04-08,2028-03-08,Overdue,1214,56006,Vehicle
L041869,C059718,3720148,7.97,48,2020-03-20,2020-04-20,2024-03-20,Closed,0,66383,Vehicle
L041870,C047567,3223726,7.85,24,2023-10-06,2023-11-06,2025-10-06,Closed,14091,21692,Vehicle
L041871,C013042,3310358,12.16,60,2020-09-24,2020-10-24,2025-09-24,Overdue,0,42727,Property
L041872,C011389,948413,7.42,36,2020-11-13,2020-12-13,2023-11-13,Closed,0,70946,Vehicle
L041873,C052124,3530534,12.27,48,2021-09-15,2021-10-15,2025-09-15,Active,0,98918,Property
L041874,C021041,1618572,11.52,48,2024-10-21,2024-11-21,2028-10-21,Overdue,31551,40830,None
L041875,C068646,749335,9.52,48,2024-09-30,2024-10-30,2028-09-30,Active,0,15863,Property
L041876,C021048,1727317,14.89,24,2020-05-03,2020-06-03,2022-05-03,Active,0,26029,Property
L041877,C053502,1837341,9.33,12,2024-04-20,2024-05-20,2025-04-20,Closed,20030,66938,None
L041878,C024372,2405125,10.95,48,2020-09-13,2020-10-13,2024-09-13,Active,10352,74860,None
L041879,C003432,3421563,13.82,24,2022-10-21,2022-11-21,2024-10-21,Overdue,7130,41676,Vehicle
L041880,C058881,4967799,8.44,60,2020-07-17,2020-08-17,2025-07-17,Active,0,19122,Property
L041881,C044939,4493695,13.87,48,2022-07-20,2022-08-20,2026-07-20,Closed,20482,9579,Property
L041882,C006599,3837500,8.61,60,2020-05-20,2020-06-20,2025-05-20,Closed,0,48125,Vehicle
L041883,C009934,877598,10.0,24,2020-06-05,2020-07-05,2022-06-05,Closed,28761,55259,Vehicle
L041884,C015220,88504,8.44,12,2024-01-14,2024-02-14,2025-01-14,Closed,23505,26264,Property
L041885,C030858,1443748,14.73,24,2023-08-18,2023-09-18,2025-08-18,Closed,26270,11912,None
L041886,C056357,2194085,7.02,48,2022-11-28,2022-12-28,2026-11-28,Active,0,29070,Property
L041887,C018344,4077494,14.3,48,2023-07-01,2023-08-01,2027-07-01,Active,0,54872,Vehicle
L041888,C047903,672719,8.62,12,2022-04-06,2022-05-06,2023-04-06,Overdue,0,24750,Vehicle
L041889,C034147,245500,14.54,48,2021-12-27,2022-01-27,2025-12-27,Closed,3255,91292,Vehicle
L041890,C045478,2758481,12.56,48,2021-01-25,2021-02-25,2025-01-25,Overdue,40833,29641,Property
L041891,C018814,3361436,11.14,48,2020-08-23,2020-09-23,2024-08-23,Active,7987,83349,None
L041892,C041533,3816258,8.52,36,2021-04-07,2021-05-07,2024-04-07,Overdue,29069,41762,None
L041893,C001122,2379655,8.57,60,2023-05-02,2023-06-02,2028-05-02,Closed,47074,27582,Property
L041894,C002689,2444736,12.74,24,2024-10-25,2024-11-25,2026-10-25,Overdue,47371,63151,None
L041895,C053968,1850980,14.86,60,2022-04-02,2022-05-02,2027-04-02,Active,0,42942,Vehicle
L041896,C040282,172462,12.94,36,2021-09-14,2021-10-14,2024-09-14,Closed,0,67768,Vehicle
L041897,C060955,4296732,10.3,12,2024-06-22,2024-07-22,2025-06-22,Active,42758,68388,Property
L041898,C009604,2243274,14.44,48,2024-01-05,2024-02-05,2028-01-05,Overdue,0,79624,None
L041899,C002557,3505597,11.22,12,2021-01-21,2021-02-21,2022-01-21,Closed,5449,13057,Property
L041900,C052060,4719421,8.78,60,2023-09-20,2023-10-20,2028-09-20,Active,0,7309,None
L041901,C065276,4178871,14.46,12,2024-02-08,2024-03-08,2025-02-08,Active,0,70272,Property
L041902,C054261,3587130,12.13,12,2024-09-27,2024-10-27,2025-09-27,Overdue,0,35556,Property
L041903,C054151,1566301,12.13,60,2023-03-10,2023-04-10,2028-03-10,Closed,13923,28451,Vehicle
L041904,C012756,2992071,13.69,36,2021-08-22,2021-09-22,2024-08-22,Overdue,0,83619,None
L041905,C000965,3847778,12.26,48,2023-04-27,2023-05-27,2027-04-27,Overdue,36863,60386,None
L041906,C046703,4158474,11.04,24,2020-06-17,2020-07-17,2022-06-17,Active,0,55875,Vehicle
L041907,C005451,2209763,12.68,60,2024-12-13,2025-01-13,2029-12-13,Active,7739,25714,Vehicle
L041908,C009356,4526196,7.15,60,2023-04-26,2023-05-26,2028-04-26,Overdue,0,40872,None
L041909,C025448,789264,13.54,60,2020-06-23,2020-07-23,2025-06-23,Overdue,0,30723,Vehicle
L041910,C021471,3883055,10.36,24,2022-09-21,2022-10-21,2024-09-21,Active,0,78457,Property
L041911,C012766,397806,14.9,48,2024-11-08,2024-12-08,2028-11-08,Closed,0,69746,None
L041912,C006169,3831387,14.17,24,2021-08-23,2021-09-23,2023-08-23,Active,0,9029,Property
L041913,C020451,2799969,7.94,12,2023-04-23,2023-05-23,2024-04-23,Active,40591,81289,None
L041914,C048878,96532,10.95,60,2021-07-20,2021-08-20,2026-07-20,Active,0,71503,Property
L041915,C068079,682585,10.54,36,2021-10-03,2021-11-03,2024-10-03,Closed,6637,34056,Property
L041916,C062060,1517726,11.11,24,2024-03-19,2024-04-19,2026-03-19,Closed,19160,23350,None
L041917,C062288,1526226,12.76,12,2022-07-30,2022-08-30,2023-07-30,Overdue,0,90823,Property
L041918,C008367,2956088,14.61,36,2023-08-09,2023-09-09,2026-08-09,Closed,0,7526,Property
L041919,C011207,2679169,13.13,48,2021-03-19,2021-04-19,2025-03-19,Closed,0,38175,Vehicle
L041920,C018657,1900558,7.44,60,2024-12-14,2025-01-14,2029-12-14,Overdue,4863,39882,Property
L041921,C063581,4251861,10.97,36,2022-02-26,2022-03-26,2025-02-26,Closed,0,93426,None
L041922,C050820,4988205,14.48,24,2020-10-19,2020-11-19,2022-10-19,Active,33168,73113,None
L041923,C062200,3516942,7.47,60,2024-09-17,2024-10-17,2029-09-17,Closed,44709,90860,None
L041924,C015931,3403652,8.52,24,2022-10-04,2022-11-04,2024-10-04,Overdue,10769,20016,Property
L041925,C043290,449595,12.86,36,2023-05-29,2023-06-29,2026-05-29,Overdue,0,5116,None
L041926,C025756,4507555,11.14,48,2023-06-05,2023-07-05,2027-06-05,Active,25667,25646,Property
L041927,C008225,2874562,7.49,12,2024-10-26,2024-11-26,2025-10-26,Closed,0,7025,None
L041928,C044545,274784,8.67,48,2021-02-02,2021-03-02,2025-02-02,Overdue,0,84200,Property
L041929,C052243,779427,12.51,12,2022-06-29,2022-07-29,2023-06-29,Active,16772,18899,Property
L041930,C066692,160255,7.8,48,2021-05-07,2021-06-07,2025-05-07,Active,0,71020,Vehicle
L041931,C023720,3352205,10.88,12,2023-12-08,2024-01-08,2024-12-08,Overdue,46792,44288,None
L041932,C038544,476205,10.07,48,2022-02-05,2022-03-05,2026-02-05,Active,17060,76169,None
L041933,C038037,4275178,12.99,36,2023-03-10,2023-04-10,2026-03-10,Active,30529,97482,Property
L041934,C041594,537408,12.79,60,2022-08-11,2022-09-11,2027-08-11,Active,18932,77972,None
L041935,C012617,1418766,12.35,36,2024-09-30,2024-10-30,2027-09-30,Overdue,0,29447,Property
L041936,C012943,4337510,10.0,36,2024-08-14,2024-09-14,2027-08-14,Overdue,14228,37873,None
L041937,C009740,4160243,9.81,24,2022-09-09,2022-10-09,2024-09-09,Overdue,35006,56515,Property
L041938,C053926,4275353,9.22,24,2024-12-12,2025-01-12,2026-12-12,Closed,0,84934,Property
L041939,C039153,1278215,8.93,24,2020-08-30,2020-09-30,2022-08-30,Closed,0,43494,Vehicle
L041940,C016532,240263,11.93,12,2021-01-02,2021-02-02,2022-01-02,Closed,0,11373,Vehicle
L041941,C049747,2537653,13.4,12,2022-02-23,2022-03-23,2023-02-23,Active,48913,82859,None
L041942,C057418,1821135,14.32,36,2024-05-22,2024-06-22,2027-05-22,Active,7865,21970,Property
L041943,C017900,2406173,13.82,36,2020-07-12,2020-08-12,2023-07-12,Active,3494,25050,Property
L041944,C018874,2863147,8.71,12,2023-08-03,2023-09-03,2024-08-03,Overdue,48289,15559,None
L041945,C019691,579912,12.53,12,2024-12-06,2025-01-06,2025-12-06,Overdue,36322,40178,None
L041946,C017871,4897184,11.92,12,2023-06-23,2023-07-23,2024-06-23,Closed,0,86967,Vehicle
L041947,C041262,1990441,8.86,24,2020-03-24,2020-04-24,2022-03-24,Overdue,3274,40903,Vehicle
L041948,C041908,516323,10.12,24,2023-01-15,2023-02-15,2025-01-15,Closed,49639,94240,Vehicle
L041949,C045845,2181743,13.04,60,2020-12-30,2021-01-30,2025-12-30,Overdue,0,78143,None
L041950,C030409,4843199,10.99,24,2020-08-25,2020-09-25,2022-08-25,Overdue,1448,84422,Property
L041951,C040191,650613,9.35,60,2024-10-01,2024-11-01,2029-10-01,Active,13724,6543,Property
