Application_ID,Loan_ID,Customer_ID,Application_Date,Approval_Date,Loan_Purpose,Source_Channel,Processing_Fee,Approval_Status,Rejection_Reason
A032053,L032053,C032053,2021-05-14,2021-06-18,Home Renovation,Agent,4887,Approved,None
A032054,L032054,C032054,2022-04-10,2024-02-18,Personal,Agent,1679,Approved,None
A032055,L032055,C032055,2023-10-18,2021-01-10,Vehicle,Online,7819,Approved,None
A032056,L032056,C032056,2019-05-31,2020-10-18,Education,Online,7585,Approved,None
A032057,L032057,C032057,2024-05-28,2022-12-15,Business,Online,3331,Approved,None
A032058,L032058,C032058,2024-07-10,2020-12-26,Business,Agent,4178,Approved,None
A032059,L032059,C032059,2024-10-25,2024-04-09,Education,Agent,1973,Approved,None
A032060,L032060,C032060,2023-05-11,2023-03-15,Home Renovation,Agent,6074,Approved,None
A032061,L032061,C032061,2023-10-28,2021-07-11,Home Renovation,Agent,8419,Approved,None
A032062,L032062,C032062,2023-09-28,2024-07-20,Business,Branch,1927,Approved,None
A032063,L032063,C032063,2024-11-28,2021-12-08,Vehicle,Agent,5763,Approved,None
A032064,L032064,C032064,2021-04-10,2021-05-21,Vehicle,Agent,7698,Approved,None
A032065,L032065,C032065,2024-04-05,2024-08-14,Vehicle,Branch,3471,Approved,None
A032066,L032066,C032066,2022-01-15,2020-02-28,Personal,Branch,911,Approved,None
A032067,L032067,C032067,2022-01-25,2021-02-10,Education,Branch,4653,Approved,None
A032068,L032068,C032068,2022-11-06,2020-08-26,Business,Branch,1747,Approved,None
A032069,L032069,C032069,2024-03-17,2024-08-31,Vehicle,Agent,5664,Approved,None
A032070,L032070,C032070,2020-07-04,2020-08-13,Business,Online,1647,Approved,None
A032071,L032071,C032071,2023-03-24,2023-07-30,Business,Agent,2619,Approved,None
A032072,L032072,C032072,2021-04-01,2024-05-02,Education,Online,5586,Approved,None
A032073,L032073,C032073,2020-03-31,2021-09-10,Home Renovation,Branch,7611,Approved,None
A032074,L032074,C032074,2020-05-11,2023-08-14,Education,Agent,6383,Approved,None
A032075,L032075,C032075,2020-05-23,2022-04-27,Home Renovation,Branch,9201,Approved,None
A032076,L032076,C032076,2023-12-14,2023-12-04,Vehicle,Branch,8255,Approved,None
A032077,L032077,C032077,2020-04-03,2022-05-17,Vehicle,Branch,7193,Approved,None
A032078,L032078,C032078,2023-06-09,2020-09-21,Business,Branch,3148,Approved,None
A032079,L032079,C032079,2019-01-11,2024-03-20,Personal,Branch,7016,Approved,None
A032080,L032080,C032080,2020-10-25,2022-03-11,Personal,Online,9767,Approved,None
A032081,L032081,C032081,2020-09-28,2024-05-24,Personal,Agent,2954,Approved,None
A032082,L032082,C032082,2021-06-24,2023-07-17,Education,Online,4374,Approved,None
A032083,L032083,C032083,2023-08-15,2024-05-11,Personal,Online,1592,Approved,None
A032084,L032084,C032084,2024-11-23,2023-05-25,Education,Online,4135,Approved,None
A032085,L032085,C032085,2019-09-30,2024-10-01,Home Renovation,Agent,8938,Approved,None
A032086,L032086,C032086,2019-01-12,2023-02-28,Business,Online,3964,Approved,None
A032087,L032087,C032087,2021-06-05,2023-08-15,Vehicle,Agent,6849,Approved,None
A032088,L032088,C032088,2023-07-04,2021-02-03,Personal,Agent,5530,Approved,None
A032089,L032089,C032089,2022-03-03,2023-05-10,Business,Agent,5558,Approved,None
A032090,L032090,C032090,2024-04-30,2020-03-01,Personal,Agent,5153,Approved,None
A032091,L032091,C032091,2020-12-26,2023-09-27,Business,Branch,2316,Approved,None
A032092,L032092,C032092,2019-11-13,2020-06-17,Vehicle,Online,883,Approved,None
A032093,L032093,C032093,2019-05-08,2023-07-16,Business,Agent,6248,Approved,None
A032094,L032094,C032094,2024-02-25,2021-01-29,Vehicle,Online,3288,Approved,None
A032095,L032095,C032095,2024-05-30,2021-07-25,Personal,Branch,5080,Approved,None
A032096,L032096,C032096,2019-05-25,2021-09-05,Home Renovation,Agent,4411,Approved,None
A032097,L032097,C032097,2024-07-17,2021-12-25,Home Renovation,Branch,7264,Approved,None
A032098,L032098,C032098,2024-09-14,2024-05-06,Vehicle,Agent,1067,Approved,None
A032099,L032099,C032099,2024-12-11,2020-01-23,Business,Online,7771,Approved,None
A032100,L032100,C032100,2020-03-18,2021-12-21,Education,Agent,7997,Approved,None
A032101,L032101,C032101,2020-07-07,2021-02-16,Home Renovation,Online,5276,Approved,None
A032102,L032102,C032102,2024-12-03,2021-07-01,Home Renovation,Agent,9729,Approved,None
A032103,L032103,C032103,2024-02-22,2023-01-05,Business,Branch,6658,Approved,None
A032104,L032104,C032104,2022-02-28,2021-03-12,Vehicle,Branch,2206,Approved,None
A032105,L032105,C032105,2022-07-23,2023-05-11,Personal,Branch,1765,Approved,None
A032106,L032106,C032106,2020-03-28,2023-03-19,Vehicle,Online,8974,Approved,None
A032107,L032107,C032107,2021-01-21,2024-04-05,Education,Online,4257,Approved,None
A032108,L032108,C032108,2021-05-24,2021-11-14,Vehicle,Online,5875,Approved,None
A032109,L032109,C032109,2021-04-18,2023-09-13,Business,Agent,8741,Approved,None
A032110,L032110,C032110,2022-10-08,2021-06-27,Personal,Online,2379,Approved,None
A032111,L032111,C032111,2022-11-26,2022-03-16,Home Renovation,Branch,7606,Approved,None
A032112,L032112,C032112,2019-06-06,2020-05-15,Business,Online,1706,Approved,None
A032113,L032113,C032113,2019-01-06,2022-12-13,Home Renovation,Branch,945,Approved,None
A032114,L032114,C032114,2024-12-24,2020-12-17,Vehicle,Branch,1598,Approved,None
A032115,L032115,C032115,2021-07-21,2020-02-25,Home Renovation,Agent,4855,Approved,None
A032116,L032116,C032116,2024-01-30,2022-04-20,Home Renovation,Branch,6960,Approved,None
A032117,L032117,C032117,2020-12-24,2023-02-23,Home Renovation,Online,5803,Approved,None
A032118,L032118,C032118,2023-02-23,2022-01-25,Home Renovation,Branch,3256,Approved,None
A032119,L032119,C032119,2024-12-08,2022-11-18,Business,Online,6541,Approved,None
A032120,L032120,C032120,2020-05-21,2022-06-29,Education,Agent,1099,Approved,None
A032121,L032121,C032121,2024-08-08,2022-01-07,Home Renovation,Agent,8902,Approved,None
A032122,L032122,C032122,2022-05-02,2024-03-28,Education,Agent,5338,Approved,None
A032123,L032123,C032123,2022-07-04,2021-07-31,Education,Branch,5055,Approved,None
A032124,L032124,C032124,2023-10-04,2020-02-12,Business,Branch,7711,Approved,None
A032125,L032125,C032125,2023-05-14,2022-04-13,Vehicle,Online,3260,Approved,None
A032126,L032126,C032126,2022-07-12,2020-01-12,Personal,Branch,4003,Approved,None
A032127,L032127,C032127,2019-05-22,2024-04-14,Vehicle,Online,3736,Approved,None
A032128,L032128,C032128,2021-10-13,2022-05-09,Vehicle,Agent,8494,Approved,None
A032129,L032129,C032129,2020-02-29,2023-12-16,Business,Branch,696,Approved,None
A032130,L032130,C032130,2019-03-25,2022-09-28,Business,Agent,6633,Approved,None
A032131,L032131,C032131,2020-05-19,2022-10-09,Home Renovation,Branch,4841,Approved,None
A032132,L032132,C032132,2024-12-20,2021-11-19,Business,Agent,5593,Approved,None
A032133,L032133,C032133,2024-08-09,2023-08-10,Personal,Branch,9728,Approved,None
A032134,L032134,C032134,2021-11-26,2022-01-06,Vehicle,Branch,1114,Approved,None
A032135,L032135,C032135,2019-07-16,2024-09-24,Vehicle,Branch,5050,Approved,None
A032136,L032136,C032136,2021-08-31,2023-01-12,Business,Online,6639,Approved,None
A032137,L032137,C032137,2019-03-14,2020-04-27,Vehicle,Branch,4090,Approved,None
A032138,L032138,C032138,2023-08-13,2020-11-10,Business,Agent,5194,Approved,None
A032139,L032139,C032139,2022-09-29,2022-11-04,Education,Online,4032,Approved,None
A032140,L032140,C032140,2024-06-17,2023-09-28,Education,Online,7548,Approved,None
A032141,L032141,C032141,2021-03-25,2023-08-12,Personal,Online,9848,Approved,None
A032142,L032142,C032142,2024-08-15,2021-03-25,Business,Online,3672,Approved,None
A032143,L032143,C032143,2021-11-07,2023-11-02,Vehicle,Branch,4136,Approved,None
A032144,L032144,C032144,2023-10-30,2023-01-20,Business,Branch,3940,Approved,None
A032145,L032145,C032145,2019-04-03,2020-01-25,Home Renovation,Agent,4965,Approved,None
A032146,L032146,C032146,2024-10-22,2021-10-31,Education,Online,4396,Approved,None
A032147,L032147,C032147,2024-10-29,2023-03-24,Education,Branch,7519,Approved,None
A032148,L032148,C032148,2023-11-18,2023-04-26,Education,Agent,3478,Approved,None
A032149,L032149,C032149,2020-12-07,2022-01-29,Vehicle,Agent,3874,Approved,None
A032150,L032150,C032150,2021-12-13,2021-04-15,Personal,Branch,616,Approved,None
A032151,L032151,C032151,2019-11-16,2020-09-09,Business,Branch,6120,Approved,None
A032152,L032152,C032152,2024-06-20,2020-02-03,Education,Branch,5870,Approved,None
A032153,L032153,C032153,2024-01-10,2024-08-07,Personal,Agent,531,Approved,None
A032154,L032154,C032154,2019-03-12,2024-02-07,Home Renovation,Branch,9596,Approved,None
A032155,L032155,C032155,2020-07-17,2024-12-08,Personal,Online,719,Approved,None
A032156,L032156,C032156,2019-02-22,2023-05-18,Home Renovation,Online,4160,Approved,None
A032157,L032157,C032157,2022-06-23,2022-06-10,Home Renovation,Branch,7206,Approved,None
A032158,L032158,C032158,2024-02-11,2021-07-04,Education,Agent,7898,Approved,None
A032159,L032159,C032159,2020-01-17,2021-09-29,Education,Branch,5740,Approved,None
A032160,L032160,C032160,2024-10-26,2020-05-13,Personal,Agent,5457,Approved,None
A032161,L032161,C032161,2024-05-03,2022-11-20,Education,Branch,2511,Approved,None
A032162,L032162,C032162,2019-06-10,2022-02-05,Personal,Agent,6757,Approved,None
A032163,L032163,C032163,2020-08-17,2021-08-01,Education,Agent,8214,Approved,None
A032164,L032164,C032164,2023-08-09,2022-05-29,Business,Online,4187,Approved,None
A032165,L032165,C032165,2020-01-12,2021-03-18,Personal,Online,8568,Approved,None
A032166,L032166,C032166,2024-11-17,2022-05-04,Vehicle,Agent,2865,Approved,None
A032167,L032167,C032167,2023-09-13,2021-08-27,Education,Online,5306,Approved,None
A032168,L032168,C032168,2021-03-17,2021-03-31,Personal,Online,5440,Approved,None
A032169,L032169,C032169,2021-07-02,2022-03-13,Education,Online,1130,Approved,None
A032170,L032170,C032170,2024-09-20,2020-10-31,Business,Agent,2319,Approved,None
A032171,L032171,C032171,2019-06-13,2021-02-21,Education,Agent,9119,Approved,None
A032172,L032172,C032172,2021-03-30,2022-12-25,Vehicle,Branch,4534,Approved,None
A032173,L032173,C032173,2022-06-26,2022-10-23,Home Renovation,Branch,5293,Approved,None
A032174,L032174,C032174,2021-10-12,2022-08-28,Vehicle,Branch,1343,Approved,None
A032175,L032175,C032175,2019-04-22,2020-08-31,Personal,Agent,3451,Approved,None
A032176,L032176,C032176,2020-03-24,2020-10-14,Home Renovation,Agent,6761,Approved,None
A032177,L032177,C032177,2024-09-03,2023-03-29,Personal,Agent,3553,Approved,None
A032178,L032178,C032178,2022-08-03,2024-05-06,Education,Online,6577,Approved,None
A032179,L032179,C032179,2021-05-31,2023-07-01,Home Renovation,Branch,5182,Approved,None
A032180,L032180,C032180,2019-05-03,2021-04-21,Personal,Agent,9165,Approved,None
A032181,L032181,C032181,2022-06-06,2020-10-17,Personal,Online,6808,Approved,None
A032182,L032182,C032182,2019-05-24,2023-05-10,Vehicle,Branch,4777,Approved,None
A032183,L032183,C032183,2022-07-23,2023-01-12,Personal,Branch,683,Approved,None
A032184,L032184,C032184,2024-04-19,2021-04-06,Home Renovation,Online,4038,Approved,None
A032185,L032185,C032185,2023-12-17,2023-03-31,Business,Agent,2542,Approved,None
A032186,L032186,C032186,2019-08-17,2023-12-02,Education,Branch,3511,Approved,None
A032187,L032187,C032187,2020-06-17,2022-07-18,Vehicle,Online,3219,Approved,None
A032188,L032188,C032188,2024-01-02,2020-01-20,Education,Online,3980,Approved,None
A032189,L032189,C032189,2024-04-07,2023-11-20,Vehicle,Agent,3654,Approved,None
A032190,L032190,C032190,2024-03-18,2024-03-06,Personal,Agent,8245,Approved,None
A032191,L032191,C032191,2020-12-13,2020-02-02,Vehicle,Online,9588,Approved,None
A032192,L032192,C032192,2019-11-24,2023-04-01,Vehicle,Agent,1330,Approved,None
A032193,L032193,C032193,2019-05-10,2020-04-01,Vehicle,Branch,5520,Approved,None
A032194,L032194,C032194,2020-04-05,2021-04-18,Education,Agent,6471,Approved,None
A032195,L032195,C032195,2023-06-09,2020-05-21,Vehicle,Online,6373,Approved,None
A032196,L032196,C032196,2022-04-20,2022-10-26,Home Renovation,Online,751,Approved,None
A032197,L032197,C032197,2024-08-02,2021-04-13,Vehicle,Online,7582,Approved,None
A032198,L032198,C032198,2023-03-20,2020-09-30,Education,Online,1149,Approved,None
A032199,L032199,C032199,2021-04-12,2021-09-21,Home Renovation,Branch,2717,Approved,None
A032200,L032200,C032200,2023-04-26,2024-03-27,Vehicle,Agent,9241,Approved,None
A032201,L032201,C032201,2024-08-09,2021-09-03,Home Renovation,Online,3779,Approved,None
A032202,L032202,C032202,2020-02-12,2020-04-15,Vehicle,Branch,4812,Approved,None
A032203,L032203,C032203,2022-07-10,2022-07-11,Business,Online,4791,Approved,None
A032204,L032204,C032204,2022-10-13,2022-01-21,Business,Agent,1368,Approved,None
A032205,L032205,C032205,2022-03-24,2024-05-15,Business,Agent,2094,Approved,None
A032206,L032206,C032206,2020-01-16,2022-03-07,Home Renovation,Agent,8467,Approved,None
A032207,L032207,C032207,2021-04-18,2020-03-20,Personal,Online,9723,Approved,None
A032208,L032208,C032208,2023-09-25,2022-02-02,Home Renovation,Branch,1908,Approved,None
A032209,L032209,C032209,2024-04-12,2023-02-25,Personal,Online,4384,Approved,None
A032210,L032210,C032210,2019-11-16,2023-09-18,Business,Agent,9296,Approved,None
A032211,L032211,C032211,2021-04-06,2020-07-03,Business,Agent,9828,Approved,None
A032212,L032212,C032212,2019-08-22,2023-08-28,Education,Branch,5776,Approved,None
A032213,L032213,C032213,2023-07-30,2020-08-29,Vehicle,Agent,2716,Approved,None
A032214,L032214,C032214,2024-02-20,2022-01-07,Vehicle,Online,5375,Approved,None
A032215,L032215,C032215,2019-04-25,2024-04-12,Vehicle,Branch,5708,Approved,None
A032216,L032216,C032216,2023-12-12,2021-06-17,Business,Agent,8148,Approved,None
A032217,L032217,C032217,2022-09-29,2023-08-03,Education,Agent,5787,Approved,None
A032218,L032218,C032218,2023-09-25,2022-08-17,Vehicle,Branch,8937,Approved,None
A032219,L032219,C032219,2020-08-25,2024-11-02,Education,Branch,3258,Approved,None
A032220,L032220,C032220,2022-10-11,2022-10-22,Home Renovation,Agent,3721,Approved,None
A032221,L032221,C032221,2020-10-24,2024-12-27,Vehicle,Online,6438,Approved,None
A032222,L032222,C032222,2021-04-08,2023-10-07,Personal,Online,1456,Approved,None
A032223,L032223,C032223,2019-01-11,2022-04-27,Business,Agent,770,Approved,None
A032224,L032224,C032224,2023-02-07,2021-02-02,Vehicle,Agent,2275,Approved,None
A032225,L032225,C032225,2019-10-07,2022-01-07,Home Renovation,Branch,3141,Approved,None
A032226,L032226,C032226,2020-08-10,2020-05-24,Personal,Branch,2010,Approved,None
A032227,L032227,C032227,2019-09-26,2020-10-11,Personal,Branch,1855,Approved,None
A032228,L032228,C032228,2023-01-14,2023-04-06,Business,Agent,9043,Approved,None
A032229,L032229,C032229,2023-01-13,2024-04-23,Education,Branch,5489,Approved,None
A032230,L032230,C032230,2023-08-10,2024-01-11,Personal,Branch,2026,Approved,None
A032231,L032231,C032231,2020-08-29,2020-04-08,Home Renovation,Agent,6288,Approved,None
A032232,L032232,C032232,2021-12-04,2021-07-18,Business,Agent,6086,Approved,None
A032233,L032233,C032233,2019-12-17,2024-04-22,Vehicle,Agent,2748,Approved,None
A032234,L032234,C032234,2019-03-04,2021-09-14,Business,Online,1908,Approved,None
A032235,L032235,C032235,2023-04-26,2022-04-26,Personal,Branch,9429,Approved,None
A032236,L032236,C032236,2020-03-12,2021-11-16,Home Renovation,Online,1895,Approved,None
A032237,L032237,C032237,2024-12-16,2024-12-17,Education,Agent,2719,Approved,None
A032238,L032238,C032238,2019-05-24,2023-08-10,Vehicle,Online,3562,Approved,None
A032239,L032239,C032239,2020-04-05,2024-05-09,Business,Online,3396,Approved,None
A032240,L032240,C032240,2020-12-03,2023-10-19,Vehicle,Online,6677,Approved,None
A032241,L032241,C032241,2020-03-12,2023-10-31,Personal,Branch,3002,Approved,None
A032242,L032242,C032242,2019-05-21,2021-07-18,Education,Online,7833,Approved,None
A032243,L032243,C032243,2019-05-20,2021-04-25,Vehicle,Agent,895,Approved,None
A032244,L032244,C032244,2020-02-15,2021-08-26,Personal,Branch,1750,Approved,None
A032245,L032245,C032245,2022-09-09,2022-08-16,Education,Online,6925,Approved,None
A032246,L032246,C032246,2024-10-05,2023-06-23,Education,Agent,7439,Approved,None
A032247,L032247,C032247,2023-10-18,2024-07-14,Business,Agent,7007,Approved,None
A032248,L032248,C032248,2022-09-09,2022-12-03,Personal,Agent,1853,Approved,None
A032249,L032249,C032249,2024-05-31,2023-11-26,Education,Branch,2646,Approved,None
A032250,L032250,C032250,2020-01-05,2022-05-24,Business,Branch,2285,Approved,None
A032251,L032251,C032251,2020-01-16,2023-08-15,Business,Online,5471,Approved,None
A032252,L032252,C032252,2021-12-11,2024-04-10,Home Renovation,Branch,3619,Approved,None
A032253,L032253,C032253,2021-07-31,2022-04-21,Vehicle,Agent,3482,Approved,None
A032254,L032254,C032254,2020-11-16,2020-02-11,Business,Online,4336,Approved,None
A032255,L032255,C032255,2024-12-01,2020-11-08,Education,Online,3420,Approved,None
A032256,L032256,C032256,2024-08-21,2024-02-09,Business,Branch,3168,Approved,None
A032257,L032257,C032257,2024-11-16,2021-05-14,Business,Agent,5382,Approved,None
A032258,L032258,C032258,2020-02-06,2023-03-21,Business,Branch,4513,Approved,None
A032259,L032259,C032259,2021-12-08,2022-03-04,Business,Agent,4150,Approved,None
A032260,L032260,C032260,2022-06-20,2024-05-10,Education,Agent,969,Approved,None
A032261,L032261,C032261,2022-10-15,2022-02-27,Vehicle,Online,6315,Approved,None
A032262,L032262,C032262,2020-11-12,2022-08-24,Vehicle,Branch,6787,Approved,None
A032263,L032263,C032263,2019-11-16,2020-09-20,Education,Agent,9595,Approved,None
A032264,L032264,C032264,2022-03-08,2023-07-06,Vehicle,Branch,9638,Approved,None
A032265,L032265,C032265,2024-07-28,2023-12-14,Vehicle,Online,6797,Approved,None
A032266,L032266,C032266,2022-08-13,2024-01-04,Business,Online,3679,Approved,None
A032267,L032267,C032267,2024-04-29,2021-04-28,Personal,Online,3103,Approved,None
A032268,L032268,C032268,2019-05-21,2023-05-14,Personal,Branch,4510,Approved,None
A032269,L032269,C032269,2020-11-18,2023-03-13,Vehicle,Branch,1882,Approved,None
A032270,L032270,C032270,2020-08-10,2020-03-03,Personal,Online,5594,Approved,None
A032271,L032271,C032271,2019-09-12,2022-07-01,Business,Agent,1704,Approved,None
A032272,L032272,C032272,2021-12-02,2021-07-01,Personal,Online,1508,Approved,None
A032273,L032273,C032273,2022-08-21,2020-07-05,Personal,Branch,1893,Approved,None
A032274,L032274,C032274,2022-12-01,2022-03-15,Vehicle,Online,9448,Approved,None
A032275,L032275,C032275,2022-06-08,2022-10-31,Vehicle,Branch,7469,Approved,None
A032276,L032276,C032276,2021-04-16,2022-11-11,Business,Online,9118,Approved,None
A032277,L032277,C032277,2022-12-06,2022-11-27,Home Renovation,Agent,9979,Approved,None
A032278,L032278,C032278,2023-08-25,2022-10-20,Personal,Branch,9192,Approved,None
A032279,L032279,C032279,2020-12-03,2021-10-31,Education,Online,4586,Approved,None
A032280,L032280,C032280,2020-07-05,2021-08-05,Home Renovation,Online,1152,Approved,None
A032281,L032281,C032281,2022-02-25,2022-02-26,Personal,Branch,9160,Approved,None
A032282,L032282,C032282,2021-02-17,2021-02-12,Business,Online,4943,Approved,None
A032283,L032283,C032283,2023-12-17,2024-02-15,Personal,Agent,1767,Approved,None
A032284,L032284,C032284,2022-03-01,2024-04-01,Personal,Agent,4430,Approved,None
A032285,L032285,C032285,2021-11-11,2021-08-27,Education,Branch,1945,Approved,None
A032286,L032286,C032286,2021-11-08,2024-04-06,Vehicle,Branch,7051,Approved,None
A032287,L032287,C032287,2024-06-05,2022-12-09,Vehicle,Branch,4916,Approved,None
A032288,L032288,C032288,2024-07-02,2024-01-14,Personal,Online,6978,Approved,None
A032289,L032289,C032289,2024-07-03,2021-10-15,Home Renovation,Branch,9131,Approved,None
A032290,L032290,C032290,2023-03-08,2020-04-07,Education,Branch,1083,Approved,None
A032291,L032291,C032291,2020-04-12,2023-10-14,Business,Branch,4374,Approved,None
A032292,L032292,C032292,2020-01-05,2022-08-22,Personal,Online,4144,Approved,None
A032293,L032293,C032293,2023-06-11,2024-09-07,Business,Agent,9404,Approved,None
A032294,L032294,C032294,2021-02-24,2020-07-03,Education,Branch,4146,Approved,None
A032295,L032295,C032295,2024-01-21,2024-01-03,Vehicle,Online,5401,Approved,None
A032296,L032296,C032296,2021-08-20,2021-07-30,Home Renovation,Branch,6442,Approved,None
A032297,L032297,C032297,2021-12-01,2024-01-21,Home Renovation,Branch,4724,Approved,None
A032298,L032298,C032298,2022-08-31,2022-03-18,Education,Agent,6517,Approved,None
A032299,L032299,C032299,2021-03-03,2023-12-28,Business,Online,661,Approved,None
A032300,L032300,C032300,2019-12-15,2024-07-15,Personal,Agent,2068,Approved,None
A032301,L032301,C032301,2021-01-21,2021-06-19,Personal,Online,4927,Approved,None
A032302,L032302,C032302,2023-08-21,2022-08-26,Personal,Agent,1247,Approved,None
A032303,L032303,C032303,2022-05-12,2021-09-24,Education,Branch,7840,Approved,None
A032304,L032304,C032304,2024-02-20,2022-07-18,Vehicle,Agent,3113,Approved,None
A032305,L032305,C032305,2019-09-25,2022-09-28,Personal,Online,1625,Approved,None
A032306,L032306,C032306,2021-11-18,2020-05-05,Business,Branch,2263,Approved,None
A032307,L032307,C032307,2024-12-11,2022-05-06,Home Renovation,Agent,8826,Approved,None
A032308,L032308,C032308,2023-03-02,2022-10-08,Vehicle,Branch,1158,Approved,None
A032309,L032309,C032309,2021-01-16,2020-08-01,Education,Agent,2128,Approved,None
A032310,L032310,C032310,2021-11-05,2022-08-26,Home Renovation,Branch,7474,Approved,None
A032311,L032311,C032311,2023-03-28,2020-01-14,Business,Online,6832,Approved,None
A032312,L032312,C032312,2021-12-11,2021-01-23,Home Renovation,Agent,6322,Approved,None
A032313,L032313,C032313,2020-02-12,2021-11-07,Home Renovation,Agent,8189,Approved,None
A032314,L032314,C032314,2020-02-03,2024-02-07,Vehicle,Branch,4076,Approved,None
A032315,L032315,C032315,2021-10-19,2021-11-11,Personal,Online,2068,Approved,None
A032316,L032316,C032316,2024-05-08,2021-12-12,Education,Agent,7925,Approved,None
A032317,L032317,C032317,2022-07-12,2020-11-18,Vehicle,Branch,6102,Approved,None
A032318,L032318,C032318,2023-10-13,2023-12-16,Home Renovation,Branch,7286,Approved,None
A032319,L032319,C032319,2021-01-31,2024-08-02,Personal,Branch,9285,Approved,None
A032320,L032320,C032320,2022-11-29,2022-12-26,Home Renovation,Branch,5478,Approved,None
A032321,L032321,C032321,2019-10-10,2023-07-04,Vehicle,Online,8744,Approved,None
A032322,L032322,C032322,2023-04-21,2024-10-23,Personal,Agent,3818,Approved,None
A032323,L032323,C032323,2021-12-14,2020-05-09,Home Renovation,Branch,2047,Approved,None
A032324,L032324,C032324,2019-09-23,2020-11-23,Business,Agent,4319,Approved,None
A032325,L032325,C032325,2022-11-06,2023-05-02,Personal,Online,5527,Approved,None
A032326,L032326,C032326,2024-10-25,2023-08-27,Vehicle,Online,9106,Approved,None
A032327,L032327,C032327,2022-08-30,2022-06-26,Education,Online,1422,Approved,None
A032328,L032328,C032328,2019-09-17,2021-08-19,Personal,Agent,3257,Approved,None
A032329,L032329,C032329,2023-07-16,2022-03-21,Vehicle,Agent,6418,Approved,None
A032330,L032330,C032330,2020-10-14,2023-12-12,Home Renovation,Branch,9742,Approved,None
A032331,L032331,C032331,2021-08-03,2021-02-10,Education,Online,3221,Approved,None
A032332,L032332,C032332,2022-02-17,2024-05-26,Education,Online,3494,Approved,None
A032333,L032333,C032333,2019-09-25,2023-04-25,Personal,Agent,5769,Approved,None
A032334,L032334,C032334,2019-11-30,2024-09-07,Business,Online,8925,Approved,None
A032335,L032335,C032335,2021-01-08,2021-03-24,Education,Agent,7316,Approved,None
A032336,L032336,C032336,2023-01-14,2023-09-22,Education,Agent,9230,Approved,None
A032337,L032337,C032337,2019-11-14,2023-11-24,Home Renovation,Branch,7077,Approved,None
A032338,L032338,C032338,2020-06-17,2023-04-13,Business,Online,8718,Approved,None
A032339,L032339,C032339,2019-02-08,2020-06-05,Education,Branch,2210,Approved,None
A032340,L032340,C032340,2023-03-17,2024-05-21,Personal,Agent,7978,Approved,None
A032341,L032341,C032341,2024-11-21,2020-03-22,Vehicle,Branch,3278,Approved,None
A032342,L032342,C032342,2024-09-02,2024-08-12,Business,Online,4885,Approved,None
A032343,L032343,C032343,2020-07-16,2022-08-20,Personal,Online,1832,Approved,None
A032344,L032344,C032344,2024-07-02,2024-02-24,Personal,Agent,7334,Approved,None
A032345,L032345,C032345,2023-03-21,2020-11-19,Home Renovation,Agent,7759,Approved,None
A032346,L032346,C032346,2021-06-24,2023-02-28,Business,Branch,4867,Approved,None
A032347,L032347,C032347,2021-03-03,2024-03-08,Business,Agent,8938,Approved,None
A032348,L032348,C032348,2019-07-15,2024-07-13,Education,Online,7848,Approved,None
A032349,L032349,C032349,2019-09-26,2022-05-04,Personal,Online,9845,Approved,None
A032350,L032350,C032350,2024-08-25,2021-06-01,Personal,Agent,4766,Approved,None
A032351,L032351,C032351,2019-06-02,2022-08-03,Business,Online,3660,Approved,None
A032352,L032352,C032352,2019-12-08,2021-02-08,Business,Online,3815,Approved,None
A032353,L032353,C032353,2022-05-08,2024-04-06,Education,Agent,801,Approved,None
A032354,L032354,C032354,2023-11-11,2024-05-23,Business,Agent,1475,Approved,None
A032355,L032355,C032355,2021-06-18,2021-08-28,Education,Agent,1631,Approved,None
A032356,L032356,C032356,2020-06-30,2023-01-05,Vehicle,Branch,1203,Approved,None
A032357,L032357,C032357,2022-03-20,2022-08-18,Vehicle,Branch,960,Approved,None
A032358,L032358,C032358,2020-01-28,2022-05-26,Business,Online,2502,Approved,None
A032359,L032359,C032359,2023-12-31,2021-12-04,Education,Online,1183,Approved,None
A032360,L032360,C032360,2024-08-03,2024-10-06,Education,Online,3880,Approved,None
A032361,L032361,C032361,2021-12-30,2021-06-25,Business,Agent,2490,Approved,None
A032362,L032362,C032362,2022-06-14,2024-11-17,Vehicle,Online,3268,Approved,None
A032363,L032363,C032363,2023-12-31,2023-11-26,Business,Agent,3200,Approved,None
A032364,L032364,C032364,2021-03-17,2024-07-06,Personal,Agent,1606,Approved,None
A032365,L032365,C032365,2023-07-18,2023-04-15,Vehicle,Branch,4223,Approved,None
A032366,L032366,C032366,2021-03-31,2021-02-23,Business,Agent,6398,Approved,None
A032367,L032367,C032367,2020-04-08,2024-06-28,Personal,Agent,4557,Approved,None
A032368,L032368,C032368,2024-11-12,2023-10-25,Business,Branch,7362,Approved,None
A032369,L032369,C032369,2022-03-07,2021-08-19,Business,Online,3316,Approved,None
A032370,L032370,C032370,2023-05-30,2020-06-04,Business,Branch,8333,Approved,None
A032371,L032371,C032371,2024-12-03,2021-10-15,Business,Online,1177,Approved,None
A032372,L032372,C032372,2019-08-06,2020-06-28,Education,Agent,1493,Approved,None
A032373,L032373,C032373,2021-09-04,2021-10-26,Personal,Branch,4726,Approved,None
A032374,L032374,C032374,2019-06-11,2021-06-02,Vehicle,Online,4432,Approved,None
